10001,2020-02-09 00:00,'1','200002','HORIZON PAPER MILLS','MR. ASHFAQ','HATTAR',696936.24,0,0,696936.24,'Admin','1',,'XA-677 DRIVER SHAKEEL 8932KGS ','V',1,'HATTAR','01','500002','PURCHASE RTN A/C'
10037,2024-03-11 00:00,'1','200203','SCAN WORLD DIGITAL FLEXO','MAIN CANAL ROAD, MALIK PUR, FAISALABAD','FAISALABAD',5,0,4,1,'HAMMAD','1',,'GTS-576','V',37,'FAISALABAD','01','500002','PURCHASE RTN A/C'
10038,2024-05-14 00:00,'1','200298','AMI INTERNATIONAL',,,145530,0,0,145530,'Adeel','1',,'GTS 576 RAZA SALEEM','V',38,,'01','500002','PURCHASE RTN A/C'
10039,2024-06-10 00:00,'1','200025','INSAAF FOODS','KOLIYAN ROAD DINGA','DINGA',107820,0,0,107820,'Waqas','1',,'C-1183 ','V',39,'DINGA','03','500002','PURCHASE RTN A/C'
10040,2024-07-02 00:00,'1','200165','WYM PACKAGES','PLAZA NO#11 COMMERCIAL BLOCK A PAK ARAB SOCIETY','LAHORE',611000,0,0,611000,'Waqas','1',,,'V',40,'LAHORE','01','500002','PURCHASE RTN A/C'
10041,2024-09-19 00:00,'1','200229','POLYMER CONTAINER (PVT) LTD','139-C,SMALL INDUSTRIAL ESTATE,SARGODHA ROAD, FAISALABAD','FAISALABAD',181120.5,0,0,181120.5,'HAMMAD','1',,,'V',41,'FAISALABAD','01','500002','PURCHASE RTN A/C'
10042,2024-09-26 00:00,'1','200123','HI TECH INKS (RANA ZEESHA KHALID)','BEHIND FEDERAL URDU UNIVERSITY,AL-JANNAT ROAD,SAGIAN BY PASS LAHORE','LAHORE',778750,0,0,778750,'HAMMAD','1',,'JMS-1084 (0308-1240211','V',42,'LAHORE','01','500002','PURCHASE RTN A/C'
10043,2024-11-06 00:00,'1','200023','NEW MADINA COLOR COMPANY','C-53 O/S AKBARI GATE CIRCULAR ROAD LAHORE','LAHORE',50000,0,0,50000,'HAMMAD','1',,,'V',43,'LAHORE','01','400001','PURCHASE A/C'
10044,2024-11-11 00:00,'1','100168','SHAFI SONS PACKAGES',,'GUJRAT',115200,0,0,115200,'USMAN','1',,,'C',44,'GUJRAT','03','500002','PURCHASE RTN A/C'
10045,2024-11-19 00:00,'1','200161','HOUSE OF BOPP',,,1402082.3,0,0,1402082.3,'HAMMAD','1',,'LES-5435 (SHAHZAD)','V',45,,'01','500002','PURCHASE RTN A/C'
10046,2024-11-19 00:00,'1','200209','CHINA BOOSTER (MUHAMMAD AZAM)','45 ROHI NALA, 22KM OFF FEROZPUR ROAD NEAR GJUMATTA LAHORE','LAHORE',3,0,2,1,'HAMMAD','1',,,'V',46,'LAHORE','01','500002','PURCHASE RTN A/C'
10047,2024-12-15 00:00,'1','200203','SCAN WORLD DIGITAL FLEXO','MAIN CANAL ROAD, MALIK PUR, FAISALABAD','FAISALABAD',5,0,4,1,'HAMMAD','1',,'GTS-576','V',47,'FAISALABAD','01','500002','PURCHASE RTN A/C'
10048,2024-12-16 00:00,'1','200146','BB CHAMPACK',,,162063.56,0,0,162063.56,'HAMMAD','1',,'GTS-576 (RAZA SALEEM)','V',48,'LAHORE ','01','500002','PURCHASE RTN A/C'
10049,2025-01-28 00:00,'1','200146','BB CHAMPACK',,,100211.5,0,0,100211.5,'HAMMAD','1',,'GTS-576 (RAZA SALEEM)','V',49,'GUJRAT','01','500002','PURCHASE RTN A/C'
10050,2025-02-03 00:00,'1','200209','CHINA BOOSTER (MUHAMMAD AZAM)','45 ROHI NALA, 22KM OFF FEROZPUR ROAD NEAR GJUMATTA LAHORE','LAHORE',2,0,1,1,'HAMMAD','1',,,'V',50,'LAHORE','01','400001','PURCHASE A/C'
10051,2025-02-10 00:00,'1','200146','BB CHAMPACK',,,173448,0,0,173448,'HAMMAD','1',,'GTS-576 (RAZA SALEEM)','V',51,'LAHORE ','01','500002','PURCHASE RTN A/C'
10052,2025-02-10 00:00,'1','200161','HOUSE OF BOPP',,,106880,0,0,106880,'HAMMAD','1',,'GTS-576 (RAZA SALEEM)','V',52,,'01','500002','PURCHASE RTN A/C'
10053,2025-02-16 00:00,'1','200203','SCAN WORLD DIGITAL FLEXO','MAIN CANAL ROAD, MALIK PUR, FAISALABAD','FAISALABAD',1,0,0,1,'USMAN','1',,'GTS-576 (RAZA SALEEM)','V',53,'FAISALABAD','01','500002','PURCHASE RTN A/C'
10054,2025-02-16 00:00,'1','200209','CHINA BOOSTER (MUHAMMAD AZAM)','45 ROHI NALA, 22KM OFF FEROZPUR ROAD NEAR GJUMATTA LAHORE','LAHORE',3,0,0,3,'USMAN','1',,'GTS-576 (RAZA SALEEM)','V',54,'LAHORE','01','500002','PURCHASE RTN A/C'
10055,2025-03-04 00:00,'1','200332','ASIAN SALT DEALER ',,,153935,0,0,153935,'HAMMAD','1',,'CAD-072 (0301-7739960)','V',55,,'03','500002','PURCHASE RTN A/C'
10056,2025-03-04 00:00,'1','200203','SCAN WORLD DIGITAL FLEXO','MAIN CANAL ROAD, MALIK PUR, FAISALABAD','FAISALABAD',1,0,0,1,'USMAN','1',,,'V',56,'FAISALABAD','01','500002','PURCHASE RTN A/C'
10057,2025-05-27 00:00,'1','200334','KHALID & SONS',,'KARACHI',831600,0,0,831600,'HAMMAD','1',,'GTS-576 (RAZA SALEEM) LHR','V',57,'KARACHI','01','500002','PURCHASE RTN A/C'
10058,2025-07-02 00:00,'1','200146','BB CHAMPACK',,,683011.14,0,0,683011.14,'HAMMAD','1',,'LES-5435 (SHEHZAD)','V',58,'SABOR','03','500002','PURCHASE RTN A/C'
10059,2025-07-02 00:00,'1','200303','HMS TRADING ENTERPRISES','101 MAIN LANDA BAZZAR LHR ','LAHORE',408906.25,0,0,408906.25,'USMAN','1',,,'V',59,'LAHORE','03','500002','PURCHASE RTN A/C'
10060,2025-07-07 00:00,'1','200061','SUMMAR DYING',,'LAHORE',36000,0,0,36000,'HAMMAD','1',,'GTS-576 (RAZA SALEEM)','V',60,'LAHORE','03','500002','PURCHASE RTN A/C'
10061,2025-07-07 00:00,'1','200209','CHINA BOOSTER (MUHAMMAD AZAM)','45 ROHI NALA, 22KM OFF FEROZPUR ROAD NEAR GJUMATTA LAHORE','LAHORE',9,0,8,1,'HAMMAD','1',,'GTS-576 (RAZA SALEEM)','V',61,'LAHORE','03','500002','PURCHASE RTN A/C'
10062,2025-07-15 00:00,'1','200209','CHINA BOOSTER (MUHAMMAD AZAM)','45 ROHI NALA, 22KM OFF FEROZPUR ROAD NEAR GJUMATTA LAHORE','LAHORE',2,0,1,2,'HAMMAD','1',,'LET-4538 (ASAD SHAH)','V',62,'LAHORE','03','400001','PURCHASE A/C'
10063,2025-07-21 00:00,'1','100168','SHAFI SONS PACKAGES',,'GUJRAT',659220,0,0,659220,'USMAN','1',,,'C',63,'GUJRAT','03','500002','PURCHASE RTN A/C'
10064,2025-07-29 00:00,'1','200140','CH ATTA ULLAH (PAPER REELS)',,'GUJRANWALA',199665,0,0,199665,'USMAN','1',,'LES-5435 (SHEHZAD)','V',64,'GUJRANWALA','03','500002','PURCHASE RTN A/C'
10065,2025-08-19 00:00,'1','200140','CH ATTA ULLAH (PAPER REELS)',,'GUJRANWALA',68992,0,0,68992,'HAMMAD','1',,'LES-5435 (SHEHZAD)','V',65,'GUJRANWALA','03','500002','PURCHASE RTN A/C'
10066,2025-09-02 00:00,'1','200146','BB CHAMPACK',,,167706,0,0,167706,'HAMMAD','1',,'LES-5435 (SHEHZAD)','V',66,'LAHORE','03','500002','PURCHASE RTN A/C'
10067,2025-10-02 00:00,'1','200146','BB CHAMPACK',,,294127.5,0,0,294127.5,'HAMMAD','1',,'LES-5435 (SHEHZAD)','V',67,'LAHORE','03','500002','PURCHASE RTN A/C'
10068,2025-10-30 00:00,'1','200123','HI TECH INKS (RANA ZEESHA KHALID)','BEHIND FEDERAL URDU UNIVERSITY,AL-JANNAT ROAD,SAGIAN BY PASS LAHORE','LAHORE',459064,0,0,459064,'USMAN','1',,'LES-5435 (SHEHZAD) (457.36KG) GS RETURN','V',68,'LAHORE','03','500002','PURCHASE RTN A/C'
10069,2025-11-06 00:00,'1','100902','INTER LINK TRADERS ',,,21,0,0,21,'USMAN','1',,'GTS-576 (RAZA SALEEM)','C',69,,'03','500002','PURCHASE RTN A/C'
10070,2025-11-10 00:00,'1','200123','HI TECH INKS (RANA ZEESHA KHALID)','BEHIND FEDERAL URDU UNIVERSITY,AL-JANNAT ROAD,SAGIAN BY PASS LAHORE','LAHORE',175380,0,0,175380,'USMAN','1',,'MNU-8328 (0300-6182337)','V',70,'LAHORE','03','500002','PURCHASE RTN A/C'
10071,2025-11-10 00:00,'1','200123','HI TECH INKS (RANA ZEESHA KHALID)','BEHIND FEDERAL URDU UNIVERSITY,AL-JANNAT ROAD,SAGIAN BY PASS LAHORE','LAHORE',325975,0,0,325975,'USMAN','1',,'MNU-8328 (0300-6182337)','V',71,'LAHORE','03','500002','PURCHASE RTN A/C'
10072,2025-11-29 00:00,'1','200140','CH ATTA ULLAH (PAPER REELS)',,'GUJRANWALA',575904,0,0,575904,'USMAN','1',,'LES-3696 (0317-4655793)','V',72,'GUJRANWALA','03','500002','PURCHASE RTN A/C'
10073,2025-12-20 00:00,'1','100876','GLOBAL MARKS (PRIVATE) LIMITED',,,667,0,666,1,'HAMMAD','1',,'CAL-602 (0344-0663645)','C',73,,'03','500002','PURCHASE RTN A/C'
10074,2025-12-29 00:00,'1','200123','HI TECH INKS (RANA ZEESHA KHALID)','BEHIND FEDERAL URDU UNIVERSITY,AL-JANNAT ROAD,SAGIAN BY PASS LAHORE','LAHORE',305000,0,0,305000,'HAMMAD','1',,'GTS-576 (RAZA SALEEM)','V',74,'LAHORE','03','500002','PURCHASE RTN A/C'
10075,2025-12-30 00:00,'1','200231','ALI HASSAN BOTTLE STORE',,,92250,0,0,92250,'HAMMAD','1',,'GTS-576 (rAZA SALEEM)','V',75,,'03','500002','PURCHASE RTN A/C'
10076,2026-01-17 00:00,'1','200146','BB CHAMPACK',,,580028,0,0,580028,'USMAN','1',,'LES-5435(Shahzad)','V',76,,'03','500002','PURCHASE RTN A/C'
10077,2026-01-18 00:00,'1','200123','HI TECH INKS (RANA ZEESHA KHALID)','BEHIND FEDERAL URDU UNIVERSITY,AL-JANNAT ROAD,SAGIAN BY PASS LAHORE','LAHORE',190900,0,0,190900,'USMAN','1',,'4cAN','V',77,'LAHORE','03','500002','PURCHASE RTN A/C'
10078,2026-01-29 00:00,'1','200348','ZUBAIR SALT DEALER (KHEWERA)',,,66115,0,0,66115,'HAMMAD','1',,'E-5719 (SHAFQAT)','V',78,,'03','500002','PURCHASE RTN A/C'
10079,2026-02-16 00:00,'1','100876','GLOBAL MARKS (PRIVATE) LIMITED',,,2,0,1,2,'HAMMAD','1',,'TAD-702 (HARIS)','C',79,,'03','500002','PURCHASE RTN A/C'
10080,2026-03-04 00:00,'1','200364','MY FLEX',,,9800,0,0,9800,'HAMMAD','1',,'WASTE MATERIAL ','V',80,,'03','500002','PURCHASE RTN A/C'
10081,2026-04-01 00:00,'1','100525','MUGHAL CHEMICALS RAWAT','CHAMBER ROAD, RAWAT','RAWAT',294000,0,0,294000,'HAMMAD','1',,'GTS-576 (rAZA SALEEM)','C',81,'RAWAT','03','500002','PURCHASE RTN A/C'
10082,2026-04-20 00:00,'1','200366','SHINE PACKAGES (PRIVATE) LIMITED','2 KM OFF-MANGA ROAD, CHAK NO. 65, RAVIROHI NALA, TEHSIL KOT RADHA KISHAN,','KASUR',9156.8,0,0,9156.8,'USMAN','1',,,'V',82,'KASUR','03','500002','PURCHASE RTN A/C'
10083,2026-06-01 00:00,'1','200123','HI TECH INKS (RANA ZEESHA KHALID)','BEHIND FEDERAL URDU UNIVERSITY,AL-JANNAT ROAD,SAGIAN BY PASS LAHORE','LAHORE',475,0,0,475,'USMAN','0',,'GTS-576 (RAZA SALEEM)','V',83,'LAHORE','03','500002','PURCHASE RTN A/C'
